quantity,Product_Id,renewal_date,currency,plan,customer_id,sub_id,price,billing_interval,coupon_id,Start Date,status
4,prod_growth_mo,2024/09/06,USD,Growth,cust_00246,sub_00246,1915.9189,monthly,,08/06/2024,active
9,prod_professional_mo,09/07/2024,USD,Professional,cust_00247,sub_00247,4004.2706,monthly,,2024-08-07,active
11,prod_business_mo,09/08/2024,USD,Business,cust_00248,sub_00248,7816.9492,monthly,,2024/08/08,active
9,prod_starter_mo,09/09/2024,USD,Starter,cust_00249,sub_00249,1207.0289,monthly,,08/09/2024,active
9,prod_growth_mo,10/09/2024,USD,Growth,cust_00250,sub_00250,1915.9189,monthly,,2024-08-10,active
3,prod_professional_mo,11/09/2024,USD,Professional,cust_00251,sub_00251,4004.2706,monthly,,2024/08/11,active
10,prod_business_mo,09/12/2024,USD,Business,cust_00252,sub_00252,7816.9492,monthly,,2024-08-12,active
9,prod_starter_mo,2024-09-13,USD,Starter,cust_00253,sub_00253,1207.0289,monthly,,2024-08-13,active
11,prod_growth_mo,2024-09-14,USD,Growth,cust_00254,sub_00254,1915.9189,monthly,,08/14/2024,active
7,prod_professional_mo,09/15/2024,USD,Professional,cust_00255,sub_00255,4004.2706,monthly,,2024-08-15,active
5,prod_business_mo,2024/09/16,USD,Business,cust_00256,sub_00256,7816.9492,monthly,,2024-08-16,active
5,prod_starter_mo,2024-09-17,USD,Starter,cust_00257,sub_00257,1207.0289,monthly,,08/17/2024,active
6,prod_growth_mo,2024/09/18,USD,Growth,cust_00258,sub_00258,1915.9189,monthly,,2024-08-18,active
9,prod_professional_mo,09/19/2024,USD,Professional,cust_00259,sub_00259,4004.2706,monthly,,2024-08-19,active
10,prod_business_mo,31/08/2024,USD,Business,cust_00260,sub_00260,7816.9492,monthly,,31/07/2024,active
7,prod_starter_mo,2024/09/01,USD,Starter,cust_00261,sub_00261,1207.0289,monthly,,01/08/2024,active
3,prod_growth_mo,09/02/2024,USD,Growth,cust_00262,sub_00262,1915.9189,monthly,,2024-08-02,active
5,prod_professional_mo,03/09/2024,USD,Professional,cust_00263,sub_00263,4004.2706,monthly,,2024/08/03,active
6,prod_business_mo,2024/09/04,USD,Business,cust_00264,sub_00264,7816.9492,monthly,,08/04/2024,active
11,prod_starter_mo,2024/09/05,USD,Starter,cust_00265,sub_00265,1207.0289,monthly,,08/05/2024,active
8,prod_growth_mo,09/06/2024,USD,Growth,cust_00266,sub_00266,1915.9189,monthly,,2024-08-06,active
6,prod_professional_mo,07/09/2024,USD,Professional,cust_00267,sub_00267,4004.2706,monthly,,08/07/2024,active
12,prod_business_mo,2024/09/08,USD,Business,cust_00268,sub_00268,7816.9492,monthly,,08/08/2024,active
8,prod_starter_mo,09/09/2024,USD,Starter,cust_00269,sub_00269,1207.0289,monthly,,09/08/2024,active
8,prod_growth_mo,09/10/2024,USD,Growth,cust_00270,sub_00270,1915.9189,monthly,,2024/08/10,active
12,prod_professional_mo,2024-09-11,USD,Professional,cust_00271,sub_00271,4004.2706,monthly,,2024-08-11,active
11,prod_business_mo,09/12/2024,USD,Business,cust_00272,sub_00272,7816.9492,monthly,,2024-08-12,active
7,prod_starter_mo,13/09/2024,USD,Starter,cust_00273,sub_00273,1207.0289,monthly,,2024-08-13,active
11,prod_growth_mo,2024-09-14,USD,Growth,cust_00274,sub_00274,1915.9189,monthly,,08/14/2024,active
5,prod_professional_mo,2024/09/15,USD,Professional,cust_00275,sub_00275,4004.2706,monthly,,2024/08/15,active
8,prod_business_mo,09/16/2024,USD,Business,cust_00276,sub_00276,7816.9492,monthly,,08/16/2024,active
10,prod_starter_mo,2024-09-17,USD,Starter,cust_00277,sub_00277,1207.0289,monthly,,2024/08/17,active
10,prod_growth_mo,2024-09-18,USD,Growth,cust_00278,sub_00278,1915.9189,monthly,,2024-08-18,active
5,prod_professional_mo,19/09/2024,USD,Professional,cust_00279,sub_00279,4004.2706,monthly,,2024-08-19,active
6,prod_business_mo,2024/08/31,USD,Business,cust_00280,sub_00280,7816.9492,monthly,,07/31/2024,active
7,prod_starter_mo,01/09/2024,USD,Starter,cust_00281,sub_00281,1207.0289,monthly,,01/08/2024,active
4,prod_growth_mo,02/09/2024,USD,Growth,cust_00282,sub_00282,1915.9189,monthly,,2024-08-02,active
7,prod_professional_mo,2024-09-03,USD,Professional,cust_00283,sub_00283,4004.2706,monthly,,03/08/2024,active
10,prod_business_mo,2024/09/04,USD,Business,cust_00284,sub_00284,7816.9492,monthly,,2024-08-04,active
8,prod_starter_mo,09/05/2024,USD,Starter,cust_00285,sub_00285,1207.0289,monthly,,05/08/2024,active
9,prod_growth_mo,09/06/2024,USD,Growth,cust_00286,sub_00286,1915.9189,monthly,,08/06/2024,active
8,prod_professional_mo,2024/09/07,USD,Professional,cust_00287,sub_00287,4004.2706,monthly,,2024/08/07,active
11,prod_business_mo,09/08/2024,USD,Business,cust_00288,sub_00288,7816.9492,monthly,,08/08/2024,active
6,prod_starter_mo,2024-09-09,USD,Starter,cust_00289,sub_00289,1207.0289,monthly,,08/09/2024,active
3,prod_growth_mo,10/09/2024,USD,Growth,cust_00290,sub_00290,1915.9189,monthly,,2024-08-10,active
8,prod_professional_mo,2024-09-11,USD,Professional,cust_00291,sub_00291,4004.2706,monthly,,2024/08/11,active
12,prod_business_mo,2024/09/12,USD,Business,cust_00292,sub_00292,7816.9492,monthly,,08/12/2024,active
9,prod_starter_mo,2024-09-13,USD,Starter,cust_00293,sub_00293,1207.0289,monthly,,2024-08-13,active
7,prod_growth_mo,14/09/2024,USD,Growth,cust_00294,sub_00294,1915.9189,monthly,,2024/08/14,active
8,prod_professional_mo,2024-09-15,USD,Professional,cust_00295,sub_00295,4004.2706,monthly,,2024-08-15,active
10,prod_business_mo,09/16/2024,USD,Business,cust_00296,sub_00296,7816.9492,monthly,,2024/08/16,active
10,prod_starter_mo,2024-09-17,USD,Starter,cust_00297,sub_00297,1207.0289,monthly,,08/17/2024,active
3,prod_growth_mo,18/09/2024,USD,Growth,cust_00298,sub_00298,1915.9189,monthly,,2024-08-18,active
8,prod_professional_mo,2024-09-19,USD,Professional,cust_00299,sub_00299,4004.2706,monthly,,2024/08/19,active
12,prod_business_mo,31/08/2024,USD,Business,cust_00300,sub_00300,7816.9492,monthly,,2024/07/31,active
