subscription_id,customer_id,product_id,plan,quantity,billing_interval,price,currency,start_date,renewal_date,status,coupon_id
mer_sub_0226,mer_cust_0220,prod_starter_yr,Starter,23,annual,576.80,USD,2024-05-08,2025-05-08,active,
mer_sub_0227,mer_cust_0221,prod_growth_mo,Growth,6,monthly,116.48,USD,2024-05-10,2024-06-10,active,
mer_sub_0228,mer_cust_0221,prod_professional_mo,Professional,6,monthly,234.08,USD,2024-05-11,2024-06-11,active,
mer_sub_0229,mer_cust_0222,prod_business_mo,Business,5,monthly,419.00,USD,2024-05-13,2025-03-20,canceled,
mer_sub_0230,mer_cust_0222,prod_enterprise_mo,Enterprise,5,monthly,822.08,USD,2024-05-14,2024-06-14,active,
mer_sub_0231,mer_cust_0223,prod_starter_yr,Starter,14,annual,576.80,USD,2024-05-16,2025-05-16,active,
mer_sub_0232,mer_cust_0224,prod_growth_mo,Growth,13,monthly,116.48,USD,2024-05-17,2024-06-17,active,
mer_sub_0233,mer_cust_0224,prod_professional_mo,Professional,13,monthly,234.08,USD,2024-05-19,2024-06-19,active,
mer_sub_0234,mer_cust_0225,prod_business_mo,Business,19,monthly,469.28,USD,2024-05-20,2024-06-20,active,
mer_sub_0235,mer_cust_0226,prod_enterprise_mo,Enterprise,20,monthly,822.08,USD,2024-05-22,2024-06-22,active,
mer_sub_0236,mer_cust_0227,prod_starter_yr,Starter,20,annual,576.80,USD,2024-05-23,2025-05-23,active,
mer_sub_0237,mer_cust_0228,prod_growth_mo,Growth,21,monthly,116.48,USD,2024-05-25,2024-06-25,active,
mer_sub_0238,mer_cust_0229,prod_professional_mo,Professional,11,monthly,234.08,USD,2024-05-26,2024-06-26,active,
mer_sub_0239,mer_cust_0230,prod_business_mo,Business,23,monthly,469.28,USD,2024-05-28,2024-06-28,active,
mer_sub_0240,mer_cust_0231,prod_enterprise_mo,Enterprise,21,monthly,822.08,USD,2024-05-30,2024-06-30,active,
mer_sub_0241,mer_cust_0232,prod_starter_yr,Starter,25,annual,576.80,USD,2024-05-31,2025-05-31,active,
mer_sub_0242,mer_cust_0233,prod_growth_mo,Growth,2,monthly,116.48,USD,2024-06-02,2024-07-02,active,
mer_sub_0243,mer_cust_0234,prod_professional_mo,Professional,6,monthly,234.08,USD,2024-06-03,2024-07-03,active,
mer_sub_0244,mer_cust_0235,prod_business_mo,Business,8,monthly,469.28,USD,2024-06-05,2024-07-05,active,
mer_sub_0245,mer_cust_0236,prod_enterprise_mo,Enterprise,11,monthly,822.08,USD,2024-06-06,2024-07-06,active,
mer_sub_0246,mer_cust_0237,prod_starter_yr,Starter,3,annual,576.80,USD,2024-06-08,2025-06-08,active,
mer_sub_0247,mer_cust_0238,prod_growth_mo,Growth,14,monthly,116.48,USD,2024-06-09,2024-07-09,active,
mer_sub_0248,mer_cust_0239,prod_professional_mo,Professional,24,monthly,234.08,USD,2024-06-11,2024-07-11,active,
mer_sub_0249,mer_cust_0240,prod_business_mo,Business,10,monthly,469.28,USD,2024-06-12,2024-07-12,active,
mer_sub_0250,mer_cust_0241,prod_enterprise_mo,Enterprise,23,monthly,822.08,USD,2024-06-14,2024-07-14,active,
mer_sub_0251,mer_cust_0242,prod_starter_yr,Starter,19,annual,576.80,USD,2024-06-15,2025-06-15,active,
mer_sub_0252,mer_cust_0243,prod_growth_mo,Growth,4,monthly,116.48,USD,2024-06-17,2024-07-17,active,
mer_sub_0253,mer_cust_0244,prod_professional_mo,Professional,9,monthly,234.08,USD,2024-06-18,2024-07-18,active,
mer_sub_0254,mer_cust_0244,prod_business_mo,Business,9,monthly,469.28,USD,2024-06-20,2024-07-20,active,
mer_sub_0255,mer_cust_0245,prod_enterprise_mo,Enterprise,9,monthly,822.08,USD,2024-06-21,2024-07-21,active,
mer_sub_0256,mer_cust_0246,prod_starter_yr,Starter,14,annual,576.80,USD,2024-06-23,2025-06-23,active,
mer_sub_0257,mer_cust_0247,prod_growth_mo,Growth,20,monthly,116.48,USD,2024-06-24,2024-07-24,active,
mer_sub_0258,mer_cust_0248,prod_professional_mo,Professional,17,monthly,234.08,USD,2024-06-26,2024-07-26,active,
mer_sub_0259,mer_cust_0249,prod_business_mo,Business,24,monthly,469.28,USD,2024-06-27,2024-07-27,active,
mer_sub_0260,mer_cust_0250,prod_enterprise_mo,Enterprise,14,monthly,822.08,USD,2024-06-29,2024-07-29,active,
mer_sub_0261,mer_cust_0251,prod_starter_yr,Starter,4,annual,576.80,USD,2024-07-01,2025-07-01,active,
mer_sub_0262,mer_cust_0252,prod_growth_mo,Growth,6,monthly,116.48,USD,2024-07-02,2024-08-02,active,
mer_sub_0263,mer_cust_0253,prod_professional_mo,Professional,6,monthly,234.08,USD,2024-07-04,2024-08-04,active,
mer_sub_0264,mer_cust_0254,prod_business_mo,Business,17,monthly,469.28,USD,2024-07-05,2024-08-05,active,
mer_sub_0265,mer_cust_0255,prod_enterprise_mo,Enterprise,24,monthly,822.08,USD,2024-07-07,2024-08-07,active,
mer_sub_0266,mer_cust_0256,prod_starter_yr,Starter,4,annual,576.80,USD,2024-07-08,2025-04-16,canceled,
mer_sub_0267,mer_cust_0257,prod_growth_mo,Growth,5,monthly,116.48,USD,2024-07-10,2024-08-10,active,
mer_sub_0268,mer_cust_0258,prod_professional_mo,Professional,12,monthly,234.08,USD,2024-07-11,2024-08-11,active,
mer_sub_0269,mer_cust_0259,prod_business_mo,Business,7,monthly,469.28,USD,2024-07-13,2024-08-13,active,
mer_sub_0270,mer_cust_0260,prod_enterprise_mo,Enterprise,10,monthly,822.08,USD,2024-07-14,2024-08-14,active,
mer_sub_0271,mer_cust_0261,prod_starter_yr,Starter,19,annual,576.80,USD,2024-07-16,2025-07-16,active,
mer_sub_0272,mer_cust_0262,prod_growth_mo,Growth,10,monthly,116.48,USD,2024-07-17,2024-08-17,active,
mer_sub_0273,mer_cust_0263,prod_professional_mo,Professional,20,monthly,234.08,USD,2024-07-19,2024-08-19,active,
mer_sub_0274,mer_cust_0264,prod_business_mo,Business,2,monthly,469.28,USD,2024-07-20,2024-08-20,active,
mer_sub_0275,mer_cust_0265,prod_enterprise_mo,Enterprise,4,monthly,822.08,USD,2024-07-22,2024-08-22,active,
mer_sub_0276,mer_cust_0266,prod_starter_yr,Starter,22,annual,576.80,USD,2024-07-23,2025-07-23,active,
mer_sub_0277,mer_cust_0267,prod_growth_mo,Growth,3,monthly,116.48,USD,2024-07-25,2024-08-25,active,
mer_sub_0278,mer_cust_0268,prod_professional_mo,Professional,12,monthly,234.08,USD,2024-07-26,2024-08-26,active,
mer_sub_0279,mer_cust_0269,prod_business_mo,Business,21,monthly,469.28,USD,2024-07-28,2025-05-25,canceled,
mer_sub_0280,mer_cust_0270,prod_enterprise_mo,Enterprise,2,monthly,822.08,USD,2024-07-29,2024-08-29,active,
mer_sub_0281,mer_cust_0271,prod_starter_yr,Starter,15,annual,576.80,USD,2024-07-31,2025-07-31,active,
mer_sub_0282,mer_cust_0272,prod_growth_mo,Growth,1,monthly,116.48,USD,2024-08-01,2024-09-01,active,
mer_sub_0283,mer_cust_0273,prod_professional_mo,Professional,19,monthly,234.08,USD,2024-08-03,2024-09-03,active,
mer_sub_0284,mer_cust_0274,prod_business_mo,Business,11,monthly,469.28,USD,2024-08-05,2024-09-05,active,
mer_sub_0285,mer_cust_0275,prod_enterprise_mo,Enterprise,20,monthly,822.08,USD,2024-08-06,2024-09-06,active,
mer_sub_0286,mer_cust_0276,prod_starter_yr,Starter,7,annual,576.80,USD,2024-08-08,2025-08-08,active,
mer_sub_0287,mer_cust_0277,prod_growth_mo,Growth,6,monthly,116.48,USD,2024-08-09,2024-09-09,trialing,
mer_sub_0288,mer_cust_0278,prod_professional_mo,Professional,3,monthly,234.08,USD,2024-08-11,2024-09-11,active,
mer_sub_0289,mer_cust_0279,prod_business_mo,Business,9,monthly,469.28,USD,2024-08-12,2024-09-12,active,
mer_sub_0290,mer_cust_0280,prod_enterprise_mo,Enterprise,2,monthly,822.08,USD,2024-08-14,2024-09-14,active,
mer_sub_0291,mer_cust_0281,prod_starter_yr,Starter,12,annual,576.80,USD,2024-08-15,2025-08-15,active,
mer_sub_0292,mer_cust_0282,prod_growth_mo,Growth,19,monthly,116.48,USD,2024-08-17,2024-09-17,active,
mer_sub_0293,mer_cust_0283,prod_professional_mo,Professional,1,monthly,234.08,USD,2024-08-18,2024-09-18,active,
mer_sub_0294,mer_cust_0284,prod_business_mo,Business,1,monthly,469.28,USD,2024-08-20,2024-09-20,active,
mer_sub_0295,mer_cust_0285,prod_enterprise_mo,Enterprise,17,monthly,822.08,USD,2024-08-21,2024-09-21,active,
mer_sub_0296,mer_cust_0286,prod_starter_yr,Starter,18,annual,576.80,USD,2024-08-23,2025-08-23,active,
mer_sub_0297,mer_cust_0287,prod_growth_mo,Growth,24,monthly,116.48,USD,2024-08-24,2024-09-24,active,
mer_sub_0298,mer_cust_0288,prod_professional_mo,Professional,22,monthly,234.08,USD,2024-08-26,2024-09-26,active,
mer_sub_0299,mer_cust_0289,prod_business_mo,Business,9,monthly,469.28,USD,2024-08-27,2024-09-27,active,
mer_sub_0300,mer_cust_0290,prod_enterprise_mo,Enterprise,24,monthly,822.08,USD,2024-08-29,2024-09-29,active,
mer_sub_0301,mer_cust_0291,prod_starter_yr,Starter,7,annual,576.80,USD,2024-08-30,2025-08-30,active,
mer_sub_0302,mer_cust_0292,prod_growth_mo,Growth,3,monthly,116.48,USD,2024-09-01,2024-10-01,active,
mer_sub_0303,mer_cust_0293,prod_professional_mo,Professional,18,monthly,234.08,USD,2024-09-02,2024-10-02,active,
mer_sub_0304,mer_cust_0294,prod_business_mo,Business,1,monthly,469.28,USD,2024-09-04,2024-10-04,active,
mer_sub_0305,mer_cust_0295,prod_enterprise_mo,Enterprise,12,monthly,822.08,USD,2024-09-06,2024-10-06,active,
mer_sub_0306,mer_cust_0296,prod_starter_yr,Starter,4,annual,576.80,USD,2024-09-07,2025-09-07,trialing,
mer_sub_0307,mer_cust_0297,prod_growth_mo,Growth,5,monthly,116.48,USD,2024-09-09,2024-10-09,active,
mer_sub_0308,mer_cust_0298,prod_professional_mo,Professional,19,monthly,234.08,USD,2024-09-10,2024-10-10,active,
mer_sub_0309,mer_cust_0299,prod_business_mo,Business,9,monthly,469.28,USD,2024-09-12,2024-10-12,active,
mer_sub_0310,mer_cust_0300,prod_enterprise_mo,Enterprise,5,monthly,822.08,USD,2024-09-13,2024-10-13,active,
mer_sub_0311,mer_cust_0300,prod_starter_yr,Starter,5,annual,576.80,USD,2024-09-15,2025-09-15,active,
mer_sub_0312,mer_cust_0301,prod_growth_mo,Growth,1,monthly,116.48,USD,2024-09-16,2024-10-16,active,
mer_sub_0313,mer_cust_0302,prod_professional_mo,Professional,19,monthly,234.08,USD,2024-09-18,2024-10-18,active,
mer_sub_0314,mer_cust_0303,prod_business_mo,Business,6,monthly,469.28,USD,2024-09-19,2024-10-19,active,
mer_sub_0315,mer_cust_0304,prod_enterprise_mo,Enterprise,3,monthly,822.08,USD,2024-09-21,2024-10-21,active,
mer_sub_0316,mer_cust_0304,prod_starter_yr,Starter,3,annual,576.80,USD,2024-09-22,2025-09-22,active,
mer_sub_0317,mer_cust_0305,prod_growth_mo,Growth,16,monthly,116.48,USD,2024-09-24,2024-10-24,active,
mer_sub_0318,mer_cust_0306,prod_professional_mo,Professional,12,monthly,234.08,USD,2024-09-25,2024-10-25,active,
mer_sub_0319,mer_cust_0307,prod_business_mo,Business,22,monthly,469.28,USD,2024-09-27,2024-10-27,active,
mer_sub_0320,mer_cust_0308,prod_enterprise_mo,Enterprise,15,monthly,822.08,USD,2024-09-28,2024-10-28,active,
mer_sub_0321,mer_cust_0309,prod_starter_yr,Starter,12,annual,576.80,USD,2024-09-30,2025-09-30,active,
mer_sub_0322,mer_cust_0310,prod_growth_mo,Growth,21,monthly,116.48,USD,2024-10-01,2024-11-01,active,
mer_sub_0323,mer_cust_0311,prod_professional_mo,Professional,22,monthly,234.08,USD,2024-10-03,2025-08-01,canceled,
mer_sub_0324,mer_cust_0312,prod_business_mo,Business,21,monthly,469.28,USD,2024-10-04,2024-11-04,active,
mer_sub_0325,mer_cust_0313,prod_enterprise_mo,Enterprise,10,monthly,822.08,USD,2024-10-06,2024-11-06,active,
mer_sub_0326,mer_cust_0314,prod_starter_yr,Starter,5,annual,576.80,USD,2024-10-08,2025-10-08,active,
mer_sub_0327,mer_cust_0315,prod_growth_mo,Growth,24,monthly,116.48,USD,2024-10-09,2024-11-09,active,
mer_sub_0328,mer_cust_0316,prod_professional_mo,Professional,16,monthly,234.08,USD,2024-10-11,2024-11-11,active,
mer_sub_0329,mer_cust_0317,prod_business_mo,Business,23,monthly,469.28,USD,2024-10-12,2024-11-12,active,
mer_sub_0330,mer_cust_0318,prod_enterprise_mo,Enterprise,6,monthly,822.08,USD,2024-10-14,2024-11-14,active,
mer_sub_0331,mer_cust_0319,prod_starter_yr,Starter,14,annual,576.80,USD,2024-10-15,2025-10-15,active,
mer_sub_0332,mer_cust_0320,prod_growth_mo,Growth,16,monthly,116.48,USD,2024-10-17,2024-11-17,active,
mer_sub_0333,mer_cust_0321,prod_professional_mo,Professional,19,monthly,234.08,USD,2024-10-18,2024-11-18,active,
mer_sub_0334,mer_cust_0322,prod_business_mo,Business,4,monthly,469.28,USD,2024-10-20,2024-11-20,active,
mer_sub_0335,mer_cust_0323,prod_enterprise_mo,Enterprise,4,monthly,822.08,USD,2024-10-21,2024-11-21,trialing,
mer_sub_0336,mer_cust_0324,prod_starter_yr,Starter,17,annual,576.80,USD,2024-10-23,2025-10-23,active,
mer_sub_0337,mer_cust_0325,prod_growth_mo,Growth,22,monthly,116.48,USD,2024-10-24,2024-11-24,active,
mer_sub_0338,mer_cust_0326,prod_professional_mo,Professional,24,monthly,234.08,USD,2024-10-26,2024-11-26,active,
mer_sub_0339,mer_cust_0327,prod_business_mo,Business,17,monthly,469.28,USD,2024-10-27,2024-11-27,active,
mer_sub_0340,mer_cust_0328,prod_enterprise_mo,Enterprise,9,monthly,822.08,USD,2024-10-29,2024-11-29,active,
mer_sub_0341,mer_cust_0329,prod_starter_yr,Starter,12,annual,576.80,USD,2024-10-30,2025-10-30,active,
mer_sub_0342,mer_cust_0330,prod_growth_mo,Growth,8,monthly,116.48,USD,2024-11-01,2024-12-01,active,
mer_sub_0343,mer_cust_0331,prod_professional_mo,Professional,8,monthly,234.08,USD,2024-11-02,2024-12-02,active,
mer_sub_0344,mer_cust_0332,prod_business_mo,Business,8,monthly,469.28,USD,2024-11-04,2024-12-04,active,
mer_sub_0345,mer_cust_0333,prod_enterprise_mo,Enterprise,20,monthly,822.08,USD,2024-11-05,2024-12-05,active,
mer_sub_0346,mer_cust_0334,prod_starter_yr,Starter,7,annual,576.80,USD,2024-11-07,2025-11-07,active,
mer_sub_0347,mer_cust_0335,prod_growth_mo,Growth,21,monthly,116.48,USD,2024-11-08,2024-12-08,active,
mer_sub_0348,mer_cust_0336,prod_professional_mo,Professional,25,monthly,234.08,USD,2024-11-10,2024-12-10,active,
mer_sub_0349,mer_cust_0337,prod_business_mo,Business,17,monthly,469.28,USD,2024-11-12,2024-12-12,active,
mer_sub_0350,mer_cust_0338,prod_enterprise_mo,Enterprise,12,monthly,822.08,USD,2024-11-13,2024-12-13,active,
mer_sub_0351,mer_cust_0339,prod_starter_yr,Starter,23,annual,576.80,USD,2024-11-15,2025-11-15,active,
mer_sub_0352,mer_cust_0340,prod_growth_mo,Growth,20,monthly,116.48,USD,2024-11-16,2024-12-16,active,
mer_sub_0353,mer_cust_0341,prod_professional_mo,Professional,20,monthly,234.08,USD,2024-11-18,2024-12-18,active,
mer_sub_0354,mer_cust_0342,prod_business_mo,Business,20,monthly,469.28,USD,2024-11-19,2024-12-19,active,
mer_sub_0355,mer_cust_0343,prod_enterprise_mo,Enterprise,21,monthly,822.08,USD,2024-11-21,2024-12-21,active,
mer_sub_0356,mer_cust_0344,prod_starter_yr,Starter,12,annual,576.80,USD,2024-11-22,2025-11-22,active,
mer_sub_0357,mer_cust_0345,prod_growth_mo,Growth,9,monthly,116.48,USD,2024-11-24,2024-12-24,active,
mer_sub_0358,mer_cust_0346,prod_professional_mo,Professional,10,monthly,234.08,USD,2024-11-25,2025-08-01,canceled,
mer_sub_0359,mer_cust_0346,prod_business_mo,Business,10,monthly,469.28,USD,2024-11-27,2024-12-27,active,
mer_sub_0360,mer_cust_0347,prod_enterprise_mo,Enterprise,22,monthly,822.08,USD,2024-11-28,2025-07-29,canceled,
mer_sub_0361,mer_cust_0348,prod_starter_yr,Starter,9,annual,576.80,USD,2024-11-30,2025-11-30,active,
mer_sub_0362,mer_cust_0349,prod_growth_mo,Growth,9,monthly,116.48,USD,2024-12-01,2025-01-01,active,
mer_sub_0363,mer_cust_0350,prod_professional_mo,Professional,7,monthly,234.08,USD,2024-12-03,2025-01-03,active,
mer_sub_0364,mer_cust_0351,prod_business_mo,Business,18,monthly,469.28,USD,2024-12-04,2025-01-04,active,
mer_sub_0365,mer_cust_0352,prod_enterprise_mo,Enterprise,1,monthly,822.08,USD,2024-12-06,2025-01-06,active,
mer_sub_0366,mer_cust_0352,prod_starter_yr,Starter,1,annual,576.80,USD,2024-12-07,2025-12-07,active,
mer_sub_0367,mer_cust_0353,prod_growth_mo,Growth,11,monthly,116.48,USD,2024-12-09,2025-01-09,active,
mer_sub_0368,mer_cust_0354,prod_professional_mo,Professional,2,monthly,234.08,USD,2024-12-10,2025-01-10,active,
mer_sub_0369,mer_cust_0355,prod_business_mo,Business,24,monthly,469.28,USD,2024-12-12,2025-01-12,active,
mer_sub_0370,mer_cust_0356,prod_enterprise_mo,Enterprise,13,monthly,822.08,USD,2024-12-14,2025-08-01,canceled,
mer_sub_0371,mer_cust_0357,prod_starter_yr,Starter,24,annual,576.80,USD,2024-12-15,2025-12-15,active,
mer_sub_0372,mer_cust_0358,prod_growth_mo,Growth,16,monthly,116.48,USD,2024-12-17,2025-01-17,active,
mer_sub_0373,mer_cust_0359,prod_professional_mo,Professional,15,monthly,234.08,USD,2024-12-18,2025-01-18,active,
mer_sub_0374,mer_cust_0360,prod_business_mo,Business,2,monthly,469.28,USD,2024-12-20,2025-01-20,active,
mer_sub_0375,mer_cust_0361,prod_enterprise_mo,Enterprise,22,monthly,822.08,USD,2024-12-21,2025-01-21,active,
mer_sub_0376,mer_cust_0362,prod_starter_yr,Starter,14,annual,576.80,USD,2024-12-23,2025-12-23,active,
mer_sub_0377,mer_cust_0363,prod_growth_mo,Growth,1,monthly,116.48,USD,2024-12-24,2025-01-24,active,
mer_sub_0378,mer_cust_0363,prod_professional_mo,Professional,1,monthly,234.08,USD,2024-12-26,2025-01-26,active,
mer_sub_0379,mer_cust_0364,prod_business_mo,Business,9,monthly,469.28,USD,2024-12-27,2025-01-27,active,
mer_sub_0380,mer_cust_0365,prod_enterprise_mo,Enterprise,10,monthly,822.08,USD,2024-12-29,2025-01-29,active,
mer_sub_0381,mer_cust_0366,prod_starter_yr,Starter,4,annual,576.80,USD,2024-12-30,2025-12-30,active,
mer_sub_0382,mer_cust_0367,prod_growth_mo,Growth,16,monthly,116.48,USD,2025-01-01,2025-02-01,active,
mer_sub_0383,mer_cust_0368,prod_professional_mo,Professional,14,monthly,234.08,USD,2025-01-02,2025-02-02,active,
mer_sub_0384,mer_cust_0369,prod_business_mo,Business,21,monthly,469.28,USD,2025-01-04,2025-02-04,active,
mer_sub_0385,mer_cust_0370,prod_enterprise_mo,Enterprise,10,monthly,822.08,USD,2025-01-05,2025-02-05,active,
mer_sub_0386,mer_cust_0371,prod_starter_yr,Starter,12,annual,576.80,USD,2025-01-07,2026-01-07,active,
mer_sub_0387,mer_cust_0372,prod_growth_mo,Growth,5,monthly,116.48,USD,2025-01-08,2025-02-08,active,
mer_sub_0388,mer_cust_0373,prod_professional_mo,Professional,17,monthly,234.08,USD,2025-01-10,2025-02-10,active,
mer_sub_0389,mer_cust_0374,prod_business_mo,Business,22,monthly,469.28,USD,2025-01-11,2025-02-11,active,
mer_sub_0390,mer_cust_0375,prod_enterprise_mo,Enterprise,10,monthly,822.08,USD,2025-01-13,2025-02-13,active,
mer_sub_0391,mer_cust_0376,prod_starter_yr,Starter,23,annual,576.80,USD,2025-01-15,2026-01-15,active,
mer_sub_0392,mer_cust_0377,prod_growth_mo,Growth,2,monthly,116.48,USD,2025-01-16,2025-02-16,active,
mer_sub_0393,mer_cust_0378,prod_professional_mo,Professional,3,monthly,234.08,USD,2025-01-18,2025-02-18,active,
mer_sub_0394,mer_cust_0379,prod_business_mo,Business,19,monthly,469.28,USD,2025-01-19,2025-02-19,active,
mer_sub_0395,mer_cust_0380,prod_enterprise_mo,Enterprise,7,monthly,822.08,USD,2025-01-21,2025-02-21,active,
mer_sub_0396,mer_cust_0381,prod_starter_yr,Starter,24,annual,576.80,USD,2025-01-22,2026-01-22,active,
mer_sub_0397,mer_cust_0382,prod_growth_mo,Growth,17,monthly,116.48,USD,2025-01-24,2025-02-24,active,
mer_sub_0398,mer_cust_0383,prod_professional_mo,Professional,18,monthly,234.08,USD,2025-01-25,2025-02-25,active,
mer_sub_0399,mer_cust_0384,prod_business_mo,Business,16,monthly,469.28,USD,2025-01-27,2025-02-27,trialing,
mer_sub_0400,mer_cust_0385,prod_enterprise_mo,Enterprise,20,monthly,822.08,USD,2025-01-28,2025-02-28,active,
mer_sub_0401,mer_cust_0386,prod_starter_yr,Starter,6,annual,576.80,USD,2025-01-30,2026-01-30,active,
mer_sub_0402,mer_cust_0387,prod_growth_mo,Growth,18,monthly,116.48,USD,2025-01-31,2025-02-28,active,
mer_sub_0403,mer_cust_0387,prod_professional_mo,Professional,18,monthly,234.08,USD,2025-02-02,2025-03-02,active,
mer_sub_0404,mer_cust_0388,prod_business_mo,Business,11,monthly,469.28,USD,2025-02-03,2025-03-03,active,
mer_sub_0405,mer_cust_0389,prod_enterprise_mo,Enterprise,17,monthly,822.08,USD,2025-02-05,2025-03-05,active,
mer_sub_0406,mer_cust_0390,prod_starter_yr,Starter,7,annual,576.80,USD,2025-02-06,2026-02-06,active,
mer_sub_0407,mer_cust_0391,prod_growth_mo,Growth,18,monthly,116.48,USD,2025-02-08,2025-03-08,active,
mer_sub_0408,mer_cust_0391,prod_professional_mo,Professional,18,monthly,234.08,USD,2025-02-09,2025-03-09,active,
mer_sub_0409,mer_cust_0392,prod_business_mo,Business,4,monthly,469.28,USD,2025-02-11,2025-03-11,active,
mer_sub_0410,mer_cust_0393,prod_enterprise_mo,Enterprise,8,monthly,822.08,USD,2025-02-12,2025-03-12,active,
mer_sub_0411,mer_cust_0394,prod_starter_yr,Starter,20,annual,576.80,USD,2025-02-14,2026-02-14,active,
mer_sub_0412,mer_cust_0395,prod_growth_mo,Growth,4,monthly,116.48,USD,2025-02-15,2025-03-15,active,
mer_sub_0413,mer_cust_0396,prod_professional_mo,Professional,24,monthly,234.08,USD,2025-02-17,2025-03-17,active,
mer_sub_0414,mer_cust_0397,prod_business_mo,Business,20,monthly,469.28,USD,2025-02-19,2025-03-19,trialing,
mer_sub_0415,mer_cust_0398,prod_enterprise_mo,Enterprise,21,monthly,822.08,USD,2025-02-20,2025-03-20,active,
mer_sub_0416,mer_cust_0399,prod_starter_yr,Starter,22,annual,576.80,USD,2025-02-22,2026-02-22,active,
mer_sub_0417,mer_cust_0400,prod_growth_mo,Growth,25,monthly,116.48,USD,2025-02-23,2025-03-23,active,
mer_sub_0418,mer_cust_0401,prod_professional_mo,Professional,20,monthly,234.08,USD,2025-02-25,2025-03-25,active,
mer_sub_0419,mer_cust_0402,prod_business_mo,Business,25,monthly,469.28,USD,2025-02-26,2025-08-01,canceled,
mer_sub_0420,mer_cust_0403,prod_enterprise_mo,Enterprise,17,monthly,822.08,USD,2025-02-28,2025-03-28,active,
mer_sub_0421,mer_cust_0404,prod_starter_yr,Starter,8,annual,576.80,USD,2025-03-01,2026-03-01,active,
mer_sub_0422,mer_cust_0405,prod_growth_mo,Growth,4,monthly,116.48,USD,2025-03-03,2025-08-01,canceled,
mer_sub_0423,mer_cust_0406,prod_professional_mo,Professional,4,monthly,234.08,USD,2025-03-04,2025-04-04,active,
mer_sub_0424,mer_cust_0407,prod_business_mo,Business,19,monthly,469.28,USD,2025-03-06,2025-04-06,active,
mer_sub_0425,mer_cust_0408,prod_enterprise_mo,Enterprise,17,monthly,822.08,USD,2025-03-07,2025-04-07,active,
mer_sub_0426,mer_cust_0409,prod_starter_yr,Starter,18,annual,576.80,USD,2025-03-09,2026-03-09,active,
mer_sub_0427,mer_cust_0410,prod_growth_mo,Growth,14,monthly,116.48,USD,2025-03-10,2025-04-10,active,
mer_sub_0428,mer_cust_0411,prod_professional_mo,Professional,19,monthly,234.08,USD,2025-03-12,2025-04-12,active,
mer_sub_0429,mer_cust_0412,prod_business_mo,Business,9,monthly,469.28,USD,2025-03-13,2025-04-13,active,
mer_sub_0430,mer_cust_0413,prod_enterprise_mo,Enterprise,1,monthly,822.08,USD,2025-03-15,2025-04-15,active,
mer_sub_0431,mer_cust_0414,prod_starter_yr,Starter,21,annual,576.80,USD,2025-03-16,2026-03-16,active,
mer_sub_0432,mer_cust_0415,prod_growth_mo,Growth,25,monthly,116.48,USD,2025-03-18,2025-04-18,active,
mer_sub_0433,mer_cust_0416,prod_professional_mo,Professional,13,monthly,234.08,USD,2025-03-19,2025-04-19,active,
mer_sub_0434,mer_cust_0417,prod_business_mo,Business,5,monthly,469.28,USD,2025-03-21,2025-04-21,trialing,
mer_sub_0435,mer_cust_0418,prod_enterprise_mo,Enterprise,18,monthly,822.08,USD,2025-03-23,2025-04-23,active,
mer_sub_0436,mer_cust_0419,prod_starter_yr,Starter,3,annual,576.80,USD,2025-03-24,2026-03-24,active,
mer_sub_0437,mer_cust_0420,prod_growth_mo,Growth,17,monthly,116.48,USD,2025-03-26,2025-04-26,active,
mer_sub_0438,mer_cust_0421,prod_professional_mo,Professional,19,monthly,234.08,USD,2025-03-27,2025-04-27,active,
mer_sub_0439,mer_cust_0422,prod_business_mo,Business,8,monthly,469.28,USD,2025-03-29,2025-08-01,canceled,
mer_sub_0440,mer_cust_0423,prod_enterprise_mo,Enterprise,1,monthly,822.08,USD,2025-03-30,2025-04-30,active,
mer_sub_0441,mer_cust_0424,prod_starter_yr,Starter,18,annual,576.80,USD,2025-04-01,2026-04-01,active,
mer_sub_0442,mer_cust_0425,prod_growth_mo,Growth,7,monthly,116.48,USD,2025-04-02,2025-05-02,active,
mer_sub_0443,mer_cust_0426,prod_professional_mo,Professional,25,monthly,234.08,USD,2025-04-04,2025-05-04,active,
mer_sub_0444,mer_cust_0427,prod_business_mo,Business,20,monthly,469.28,USD,2025-04-05,2025-05-05,active,
mer_sub_0445,mer_cust_0428,prod_enterprise_mo,Enterprise,12,monthly,822.08,USD,2025-04-07,2025-05-07,active,
mer_sub_0446,mer_cust_0429,prod_starter_yr,Starter,22,annual,576.80,USD,2025-04-08,2026-04-08,active,
mer_sub_0447,mer_cust_0430,prod_growth_mo,Growth,24,monthly,116.48,USD,2025-04-10,2025-05-10,active,
mer_sub_0448,mer_cust_0431,prod_professional_mo,Professional,20,monthly,234.08,USD,2025-04-11,2025-05-11,trialing,
mer_sub_0449,mer_cust_0432,prod_business_mo,Business,8,monthly,469.28,USD,2025-04-13,2025-08-01,canceled,
mer_sub_0450,mer_cust_0433,prod_enterprise_mo,Enterprise,3,monthly,822.08,USD,2025-04-14,2025-05-14,active,
mer_sub_0451,mer_cust_0434,prod_starter_yr,Starter,5,annual,576.80,USD,2025-04-16,2026-04-16,active,
mer_sub_0452,mer_cust_0435,prod_growth_mo,Growth,9,monthly,116.48,USD,2025-04-17,2025-05-17,active,
